Error Code,Error Type,Form Name,Packet,Variable Name,Type of Check,Name of the Test,Full Test Description,List of form(s) compared in this test,List of variable(s) compared in this test
a1-ivp-c-002,Error,A1,I - UDS Initial Visit (new participants),BIRTHMO,Conformity,BIRTHMO conforms,Q1a. BIRTHMO (birth month) must be between 1 and 12,,
a1-ivp-c-004,Error,A1,I - UDS Initial Visit (new participants),BIRTHYR,Conformity,BIRTHYR conforms,Q1b. BIRTHYR (birth year) must be between 1850 and current year minus 15,,
a1-ivp-c-006,Error,A1,I - UDS Initial Visit (new participants),RACEAIAN,Conformity,RACEAIAN conforms,Q3a. RACEAIAN (race native american) must be blank or 1,,
a1-ivp-c-008,Error,A1,I - UDS Initial Visit (new participants),RACEASIAN,Conformity,RACEASIAN conforms,Q3b. RACEASIAN (race asian) must be blank or 1,,
a1-ivp-c-009,Error,A1,I - UDS Initial Visit (new participants),ETHCHINESE,Conformity,ETHCHINESE conforms,Q3b1. ETHCHINESE (ethnic Chinese) must be blank or 1,,
a1-ivp-c-010,Error,A1,I - UDS Initial Visit (new participants),ETHINDIA,Conformity,ETHINDIA conforms,Q3b2. ETHINDIA (ethnic Asian Indian) must be blank or 1,,
a1-ivp-c-011,Error,A1,I - UDS Initial Visit (new participants),ETHFILIP,Conformity,ETHFILIP conforms,Q3b3. ETHFILIP (ethnic Filipino) must be blank or 1,,
a1-ivp-c-012,Error,A1,I - UDS Initial Visit (new participants),ETHVIETNAM,Conformity,ETHVIETNAM conforms,Q3b4. ETHVIETNAM (ethnic Vietnamese) must be blank or 1,,
a1-ivp-c-013,Error,A1,I - UDS Initial Visit (new participants),ETHKOREAN,Conformity,ETHKOREAN conforms,Q3b5. ETHKOREAN (ethnic Korean) must be blank or 1,,
a1-ivp-c-014,Error,A1,I - UDS Initial Visit (new participants),ETHJAPAN,Conformity,ETHJAPAN conforms,Q3b6. ETHJAPAN (ethnic Japanese) must be blank or 1,,
a1-ivp-c-015,Error,A1,I - UDS Initial Visit (new participants),ETHASNOTH,Conformity,ETHASNOTH conforms,Q3b7. ETHASNOTH (other ethnic Asian) must be blank or 1,,
a1-ivp-c-017,Error,A1,I - UDS Initial Visit (new participants),RACEBLACK,Conformity,RACEBLACK conforms,Q3c. RACEBLACK (race black) must be blank or 1,,
a1-ivp-c-018,Error,A1,I - UDS Initial Visit (new participants),ETHAFAMER,Conformity,ETHAFAMER conforms,Q3c1. ETHAFAMER (ethnic african american) must be blank or 1,,
a1-ivp-c-019,Error,A1,I - UDS Initial Visit (new participants),ETHJAMAICA,Conformity,ETHJAMAICA conforms,Q3c2. ETHJAMAICA (ethnic Jamaician) must be blank or 1,,
a1-ivp-c-020,Error,A1,I - UDS Initial Visit (new participants),ETHHAITIAN,Conformity,ETHHAITIAN conforms,Q3c3. ETHHAITIAN (ethnic Haitian) must be blank or 1,,
a1-ivp-c-021,Error,A1,I - UDS Initial Visit (new participants),ETHNIGERIA,Conformity,ETHNIGERIA conforms,Q3c4. ETHNIGERIA (ethnic Nigerian) must be blank or 1,,
a1-ivp-c-022,Error,A1,I - UDS Initial Visit (new participants),ETHETHIOP,Conformity,ETHETHIOP conforms,Q3c5. ETHETHIOP (ethnic Ethiopian) must be blank or 1,,
a1-ivp-c-023,Error,A1,I - UDS Initial Visit (new participants),ETHSOMALI,Conformity,ETHSOMALI conforms,Q3c6. ETHSOMALI (ethnic Somalian) must be blank or 1,,
a1-ivp-c-024,Error,A1,I - UDS Initial Visit (new participants),ETHBLKOTH,Conformity,ETHBLKOTH conforms,Q3c7. ETHBLKOTH (other black ethnicity) must be blank or 1,,
a1-ivp-c-026,Error,A1,I - UDS Initial Visit (new participants),ETHISPANIC,Conformity,ETHISPANIC conforms,Q3d. ETHISPANIC (hispanic) must be blank or 1,,
a1-ivp-c-027,Error,A1,I - UDS Initial Visit (new participants),ETHMEXICAN,Conformity,ETHMEXICAN conforms,Q3d1. ETHMEXICAN (ethnic Mexican) must be blank or 1,,
a1-ivp-c-028,Error,A1,I - UDS Initial Visit (new participants),ETHPUERTO,Conformity,ETHPUERTO conforms,Q3d2. ETHPUERTO (ethnic Puerto Rican) must be blank or 1,,
a1-ivp-c-029,Error,A1,I - UDS Initial Visit (new participants),ETHSALVA,Conformity,ETHSALVA conforms,Q3d3. ETHSALVA (ethnic Salvadorian) must be blank or 1,,
a1-ivp-c-030,Error,A1,I - UDS Initial Visit (new participants),ETHCUBAN,Conformity,ETHCUBAN conforms,Q3d4. ETHCUBAN (ethnic Cuban) must be blank or 1,,
a1-ivp-c-031,Error,A1,I - UDS Initial Visit (new participants),ETHDOMIN,Conformity,ETHDOMIN conforms,Q3d5. ETHDOMIN (ethnic Dominican) must be blank or 1,,
a1-ivp-c-032,Error,A1,I - UDS Initial Visit (new participants),ETHGUATEM,Conformity,ETHGUATEM conforms,Q3d6. ETHGUATEM (ethnic Guatemalan) must be blank or 1,,
a1-ivp-c-033,Error,A1,I - UDS Initial Visit (new participants),ETHHISOTH,Conformity,ETHHISOTH conforms,Q3d7. ETHHISOTH (other hispanic) must be blank or 1,,
a1-ivp-c-035,Error,A1,I - UDS Initial Visit (new participants),RACEMENA,Conformity,RACEMENA conforms,Q3e. RACEMENA (race middle eastern) must be blank or 1,,
a1-ivp-c-036,Error,A1,I - UDS Initial Visit (new participants),ETHLEBANON,Conformity,ETHLEBANON conforms,Q3e1. ETHLEBANON (ethnic lebanese) must be blank or 1,,
a1-ivp-c-037,Error,A1,I - UDS Initial Visit (new participants),ETHIRAN,Conformity,ETHIRAN conforms,Q3e2. ETHIRAN (ethnic iranian) must be blank or 1,,
a1-ivp-c-038,Error,A1,I - UDS Initial Visit (new participants),ETHEGYPT,Conformity,ETHEGYPT conforms,Q3e3. ETHEGYPT (ethnic egyptian) must be blank or 1,,
a1-ivp-c-039,Error,A1,I - UDS Initial Visit (new participants),ETHSYRIA,Conformity,ETHSYRIA conforms,Q3e4. ETHSYRIA (ethnic syrian) must be blank or 1,,
a1-ivp-c-040,Error,A1,I - UDS Initial Visit (new participants),ETHIRAQI,Conformity,ETHIRAQI conforms,Q3e5. ETHIRAQI (ethnic Iraqi) must be blank or 1,,
a1-ivp-c-041,Error,A1,I - UDS Initial Visit (new participants),ETHISRAEL,Conformity,ETHISRAEL conforms,Q3e6. ETHISRAEL (ethnic israeli) must be blank or 1,,
a1-ivp-c-042,Error,A1,I - UDS Initial Visit (new participants),ETHMENAOTH,Conformity,ETHMENAOTH conforms,Q3e7. ETHMENAOTH (ethnic middle eastern other) must be blank or 1,,
a1-ivp-c-044,Error,A1,I - UDS Initial Visit (new participants),RACENHPI,Conformity,RACENHPI conforms,Q3f. RACENHPI (race hawaiian pacific islander) must be blank or 1,,
a1-ivp-c-045,Error,A1,I - UDS Initial Visit (new participants),ETHHAWAII,Conformity,ETHHAWAII conforms,Q3f1. ETHHAWAII (ethnic hawaiian) must be blank or 1,,
a1-ivp-c-046,Error,A1,I - UDS Initial Visit (new participants),ETHSAMOAN,Conformity,ETHSAMOAN conforms,Q3f2. ETHSAMOAN (ethnic samoan) must be blank or 1,,
a1-ivp-c-047,Error,A1,I - UDS Initial Visit (new participants),ETHCHAMOR,Conformity,ETHCHAMOR conforms,Q3f3. ETHCHAMOR (ethnic chamorro) must be blank or 1,,
a1-ivp-c-048,Error,A1,I - UDS Initial Visit (new participants),ETHTONGAN,Conformity,ETHTONGAN conforms,Q3f4. ETHTONGAN (ethnic tongan) must be blank or 1,,
a1-ivp-c-049,Error,A1,I - UDS Initial Visit (new participants),ETHFIJIAN,Conformity,ETHFIJIAN conforms,Q3f5. ETHFIJIAN (ethnic fijian) must be blank or 1,,
a1-ivp-c-050,Error,A1,I - UDS Initial Visit (new participants),ETHMARSHAL,Conformity,ETHMARSHAL conforms,Q3f6. ETHMARSHAL (ethnic marshallese) must be blank or 1,,
a1-ivp-c-051,Error,A1,I - UDS Initial Visit (new participants),ETHNHPIOTH,Conformity,ETHNHPIOTH conforms,Q3f7. ETHNHPIOTH (ethnic nhpi other) must be blank or 1,,
a1-ivp-c-053,Error,A1,I - UDS Initial Visit (new participants),RACEWHITE,Conformity,RACEWHITE conforms,Q3g. RACEWHITE (race white) must be blank or 1,,
a1-ivp-c-054,Error,A1,I - UDS Initial Visit (new participants),ETHENGLISH,Conformity,ETHENGLISH conforms,Q3g1. ETHENGLISH (ethnic English) must be blank or 1,,
a1-ivp-c-055,Error,A1,I - UDS Initial Visit (new participants),ETHGERMAN,Conformity,ETHGERMAN conforms,Q3g2. ETHGERMAN (ethnic German) must be blank or 1,,
a1-ivp-c-056,Error,A1,I - UDS Initial Visit (new participants),ETHIRISH,Conformity,ETHIRISH conforms,Q3g3. ETHIRISH (ethnic Irish) must be blank or 1,,
a1-ivp-c-057,Error,A1,I - UDS Initial Visit (new participants),ETHITALIAN,Conformity,ETHITALIAN conforms,Q3g4. ETHITALIAN (ethnic Italian) must be blank or 1,,
a1-ivp-c-058,Error,A1,I - UDS Initial Visit (new participants),ETHPOLISH,Conformity,ETHPOLISH conforms,Q3g5. ETHPOLISH (ethnic Polish) must be blank or 1,,
a1-ivp-c-059,Error,A1,I - UDS Initial Visit (new participants),ETHSCOTT,Conformity,ETHSCOTT conforms,Q3g6. ETHSCOTT (ethnic Scottish) must be blank or 1,,
a1-ivp-c-060,Error,A1,I - UDS Initial Visit (new participants),ETHWHIOTH,Conformity,ETHWHIOTH conforms,Q3g7. ETHWHIOTH (other white ethnicity) must be blank or 1,,
a1-ivp-c-062,Error,A1,I - UDS Initial Visit (new participants),RACEUNKN,Conformity,RACEUNKN conforms,Q3h. RACEUNKN (race unknown) must be blank or 1,,
a1-ivp-c-064,Error,A1,I - UDS Initial Visit (new participants),GENMAN,Conformity,GENMAN conforms,Q4a. GENMAN (gender man) must be blank or 1,,
a1-ivp-c-065,Error,A1,I - UDS Initial Visit (new participants),GENWOMAN,Conformity,GENWOMAN conforms,Q4b. GENWOMAN (gender woman) must be blank or 1,,
a1-ivp-c-066,Error,A1,I - UDS Initial Visit (new participants),GENTRMAN,Conformity,GENTRMAN conforms,Q4c. GENTRMAN (gender transman) must be blank or 1,,
a1-ivp-c-067,Error,A1,I - UDS Initial Visit (new participants),GENTRWOMAN,Conformity,GENTRWOMAN conforms,Q4d. GENTRWOMAN (gender transwoman) must be blank or 1,,
a1-ivp-c-068,Error,A1,I - UDS Initial Visit (new participants),GENNONBI,Conformity,GENNONBI conforms,Q4e. GENNONBI (gender nonbinary) must be blank or 1,,
a1-ivp-c-069,Error,A1,I - UDS Initial Visit (new participants),GENTWOSPIR,Conformity,GENTWOSPIR conforms,Q4f. GENTWOSPIR (gender two spirit) must be blank or 1,,
a1-ivp-c-070,Error,A1,I - UDS Initial Visit (new participants),GENTWOSPIR,Conformity,GENTWOSPIR conforms,If Q3c. RACEAIAN (race native american) is blank then Q4f. GENTWOSPIR (gender two spirit) must be blank,,"GENTWOSPIR, RACEAIAN"
a1-ivp-c-071,Error,A1,I - UDS Initial Visit (new participants),GENOTH,Conformity,GENOTH conforms,Q4g. GENOTH (gender other) must be blank or 1,,
a1-ivp-c-074,Error,A1,I - UDS Initial Visit (new participants),GENDKN,Conformity,GENDKN conforms,Q4h. GENDKN (gender do not know) must be blank or 1,,
a1-ivp-c-075,Error,A1,I - UDS Initial Visit (new participants),GENNOANS,Conformity,GENNOANS conforms,Q4i. GENNOANS (gender no answer) must be blank or 1,,
a1-ivp-c-078,Error,A1,I - UDS Initial Visit (new participants),BIRTHSEX,Conformity,BIRTHSEX conforms,"Q5. BIRTHSEX (sex at birth) must be 1, 2, 8, or 9",,
a1-ivp-c-080,Error,A1,I - UDS Initial Visit (new participants),INTERSEX,Conformity,INTERSEX conforms,"Q6. INTERSEX (intersex) must be 0,1,8, or 9",,
a1-ivp-c-081,Error,A1,I - UDS Initial Visit (new participants),SEXORNGAY,Conformity,SEXORNGAY conforms,Q7a. SEXORNGAY (sexual orientation gay) must be blank or 1,,
a1-ivp-c-082,Error,A1,I - UDS Initial Visit (new participants),SEXORNHET,Conformity,SEXORNHET conforms,Q7b. SEXORNHET (sexual orientation straight) must be blank or 1,,
a1-ivp-c-083,Error,A1,I - UDS Initial Visit (new participants),SEXORNBI,Conformity,SEXORNBI conforms,Q7c. SEXORNBI (sexual orientation nonbinary) must be blank or 1,,
a1-ivp-c-084,Error,A1,I - UDS Initial Visit (new participants),SEXORNTWOS,Conformity,SEXORNTWOS conforms,Q7d. SEXORNTWOS (sexual orientation two spirit) must be blank or 1,,
a1-ivp-c-085,Error,A1,I - UDS Initial Visit (new participants),SEXORNTWOS,Conformity,SEXORNTWOS conditionally blank,If Q3c. RACEAIAN (race native american) is blank then Q7d. SEXORNTWOS (sexual orientation two spirit) must be blank,,"RACEAIAN, SEXORNTWOS"
a1-ivp-c-086,Error,A1,I - UDS Initial Visit (new participants),SEXORNOTH,Conformity,SEXORNOTH conforms,Q7e. SEXORNOTH (sexual orientation other) must be blank or 1,,
a1-ivp-c-089,Error,A1,I - UDS Initial Visit (new participants),SEXORNDNK,Conformity,SEXORNDNK conforms,Q7f. SEXORNDNK (sexual orientation unknown) must be blank or 1,,
a1-ivp-c-090,Error,A1,I - UDS Initial Visit (new participants),SEXORNNOAN,Conformity,SEXORNNOAN conforms,Q7g. SEXORNNOAN (sexual orientation no answer) must be blank or 1,,
a1-ivp-c-093,Error,A1,I - UDS Initial Visit (new participants),PREDOMLAN,Conformity,PREDOMLAN conforms,"Q8. PREDOMLAN (predominant language) must be between 1 and 3, or 8 (Other) or 9 (Unknown)",,
a1-ivp-c-097,Error,A1,I - UDS Initial Visit (new participants),HANDED,Conformity,HANDED conforms,"Q9. HANDED (right- or left-handed) must be between 1 and 3, or 9",,
a1-ivp-c-099,Error,A1,I - UDS Initial Visit (new participants),EDUC,Conformity,EDUC conforms,"Q10a. EDUC (years of education) must be between 0 and 36, or 99",,"LVLEDUC, EDUC"
a1-ivp-c-101,Error,A1,I - UDS Initial Visit (new participants),LVLEDUC,Conformity,LVLEDUC conforms,Q10b. LVLVEDUC (level of education) must be between 1 and 6 or 9,,
a1-ivp-c-103,Error,A1,I - UDS Initial Visit (new participants),MARISTAT,Conformity,MARISTAT conforms,"Q11. MARISTAT (marital status) must be between 1 and 6, or 9",,
a1-ivp-c-105,Error,A1,I - UDS Initial Visit (new participants),LIVSITUA,Conformity,LIVSITUA conforms,"Q12. LIVSITUA (living situation) must be between 1 and 6, or 9",,
a1-ivp-c-107,Error,A1,I - UDS Initial Visit (new participants),RESIDENC,Conformity,RESIDENC conforms,Q13. RESIDENC (type of residence) must be between 1 and 4 or =6 or =9,,
a1-ivp-c-108,Alert,A1,I - UDS Initial Visit (new participants),ZIP,Conformity,ZIP conforms,"Q14. ZIP (zip code) must be between 006 and 999, or blank",,
a1-ivp-c-110,Error,A1,I - UDS Initial Visit (new participants),SERVED,Conformity,SERVED conforms,"Q15. SERVED (served in armed forces) must be 0, 1, or 9",,
a1-ivp-c-113,Error,A1,I - UDS Initial Visit (new participants),MEDVA,Conformity,MEDVA conforms,"Q16. MEDVA (VA medical care) must be 0, 1, or 9",,
a1-ivp-c-115,Error,A1,I - UDS Initial Visit (new participants),EXRTIME,Conformity,EXRTIME conforms,"Q17. EXRTIME (excercise time) must be between 1 and 4, 8, or 9",,
a1-ivp-c-117,Error,A1,I - UDS Initial Visit (new participants),MEMWORS,Conformity,MEMWORS conforms,"Q18. MEMWORS (memory worsening) must be between 0 and 2, or 9",,
a1-ivp-c-119,Error,A1,I - UDS Initial Visit (new participants),MEMTROUB,Conformity,MEMTROUB conforms,"Q19. MEMTROUB (memory trouble) must be between 1 and 5, or 9",,
a1-ivp-c-121,Error,A1,I - UDS Initial Visit (new participants),MEMTEN,Conformity,MEMTEN conforms,"Q20. MEMTEN (memory past ten years) must be between 1 and 5, or 9",,
a1-ivp-c-122,Error,A1,I - UDS Initial Visit (new participants),ADISTATE,Conformity,ADISTATE conforms,"Q21. ADISTATE (ADI state-decile) must be between 1 and 10, or 884, 885, 886, or 887",,
a1-ivp-c-123,Error,A1,I - UDS Initial Visit (new participants),ADINAT,Conformity,ADINAT conforms,"Q22. ADINAT (ADI national percentile) must be between 1 and 100, or 884, 885, 886, or 887",,
a1-ivp-c-124,Alert,A1,I - UDS Initial Visit (new participants),PRIOCC,Conformity,PRIOCC conforms,"Q23. PRIOCC (primary occupation) must be between 100 and 731, or blank",,
a1-ivp-c-126,Error,A1,I - UDS Initial Visit (new participants),SOURCENW,Conformity,SOURCENW conforms,Q24. SOURCENW (ADRC enrollment) must be 1 or 2,,
a1-ivp-c-128,Error,A1,I - UDS Initial Visit (new participants),REFERSC,Conformity,REFERSC conforms,"Q25. REFERSC (principal referral source) must be between 1 and 6, 8, or 9",,
a1-ivp-c-133,Error,A1,I - UDS Initial Visit (new participants),REFLEARNED,Conformity,REFLEARNED conforms,"Q26. REFLEARNED (self or nonprofessional source) must be between 1-10, 88, or 99.",,
a1-ivp-c-147,Error,A1,I - UDS Initial Visit (new participants),FRMDATEA1,Conformity,FRMDATEA1 conforms,Q0a. FRMDATEA1 (A1 form date) must be a date formatted mm/dd/yyyy or yyyy/mm/dd,,
a1-ivp-c-149,Error,A1,I - UDS Initial Visit (new participants),LANGA1,Conformity,LANGA1 conforms,Q0c. LANGA1 (Language of A1 administration) must be an integer between 1-2,,
a1-ivp-c-151,Error,A1,I - UDS Initial Visit (new participants),MODEA1,Conformity,MODEA1 conforms,Q0d. MODEA1 (A1 in person or remote) must be an integer between 1-2,,
a1-ivp-c-154,Error,A1,I - UDS Initial Visit (new participants),RMREASA1,Conformity,RMREASA1 conforms,Q0d1. RMREASA1 (Reason for remote A1) must be an integer between 1-5,,
a1-ivp-c-157,Error,A1,I - UDS Initial Visit (new participants),RMMODEA1,Conformity,RMMODEA1 conforms,Q0d1a. RMMODEA1 (Mode of remote A1 administration) must be an integer between 1-4,,
a1-ivp-c-159,Error,A1,I - UDS Initial Visit (new participants),ADMINA1,Conformity,ADMINA1 conforms,Q0e. ADMINA1 (A1 administration) must be an integer between 1-2,,
a1-ivp-m-001,Error,A1,I - UDS Initial Visit (new participants),BIRTHMO,Missingness,BIRTHMO must be present,Q1a. BIRTHMO (birth month) cannot be blank,,
a1-ivp-m-003,Error,A1,I - UDS Initial Visit (new participants),BIRTHYR,Missingness,BIRTHYR must be present,Q1b. BIRTHYR (birth year) cannot be blank,,
a1-ivp-m-005,Error,A1,I - UDS Initial Visit (new participants),CHLDHDCTRY,Missingness,CHLDHDCTRY must be present,Q2. CHLDHDCTRY (childhood country or region) cannot be blank,,
a1-ivp-m-007,Error,A1,I - UDS Initial Visit (new participants),RACEAIANX,Missingness,RACEAIANX conditionally blank,If Q3a. RACEAIAN (race native american) is blank then Q3a1. RACEAIANX (race native american specify) must be blank,,"RACEAIAN, RACEAIANX"
a1-ivp-m-016,Error,A1,I - UDS Initial Visit (new participants),ETHASNOTHX,Missingness,ETHASNOTHX conditionally blank,If Q3b7. ETHASNOTH (other ethnic Asian) is blank then Q3b7a. ETHASNOTHX (other ethnic Asian specify) must be blank,,"ETHASNOTH, ETHASNOTHX"
a1-ivp-m-025,Error,A1,I - UDS Initial Visit (new participants),ETHBLKOTHX,Missingness,ETHBLKOTHX conditionally blank,If Q3c7. ETHBLKOTH (other black ethnicity) is blank then Q3c7a. ETHBLKOTHX (other black ethnicity specify) must be blank,,"ETHBLKOTH, ETHBLKOTHX"
a1-ivp-m-034,Error,A1,I - UDS Initial Visit (new participants),ETHHISOTHX,Missingness,ETHHISOTHX conditionally blank,If Q3d7. ETHHISOTH (other hispanic) is blank then Q3d7a. ETHHISOTHX (other hispanic specify) must be blank,,"ETHHISOTH, ETHHISOTHX"
a1-ivp-m-043,Error,A1,I - UDS Initial Visit (new participants),ETHMENAOTX,Missingness,ETHMENAOTX conditionally blank,If Q3e7. RACEMENAOTH (race middle eastern other) is blank then Q3e7a. ETHMENAOTX (race middle eastern other) must be blank,,"ETHMENAOTH, ETHMENAOTX"
a1-ivp-m-052,Error,A1,I - UDS Initial Visit (new participants),ETHNHPIOTX,Missingness,ETHNHPIOTX conditionally blank,If Q3f7. ETHNHPIOTH (ethnic nhpi other) is blank then Q3f7a. ETHNHPIOTX (ethnic nhpi other specify) must be blank,,"ETHNHPIOTH, ETHNHPIOTX"
a1-ivp-m-061,Error,A1,I - UDS Initial Visit (new participants),ETHWHIOTHX,Missingness,ETHWHIOTHX conditionally blank,If Q3g7. ETHWHIOTH (other white ethnicity) is blank then Q3g7a. ETHWHIOTHX (other white ethnicity specify) must be blank,,"ETHWHIOTH, ETHWHIOTHX"
a1-ivp-m-063,Error,A1,I - UDS Initial Visit (new participants),RACEAIAN,Missingness,At least one race must be checked,"At least one of the following variables must be equal to 1: Q3a. RACEAIAN, Q3b. RACEASIAN, Q3c. RACEBLACK, Q3d. ETHISPANIC, Q3e. RACEMENA, Q3f. RACENHPI, Q3g. RACEWHITE, Q3h. RACEUNKN",,"RACEAIAN, RACEASIAN, RACEBLACK, ETHISPANIC, RACEMENA, RACENHPI, RACEWHITE, RACEUNKN"
a1-ivp-m-072,Error,A1,I - UDS Initial Visit (new participants),GENOTHX,Missingness,GENOTHX conditionally present,If Q4g. GENOTH (gender other) is 1 then Q4g1. GENOTHX (gender other specify) cannot be blank,,"GENOTH, GENOTHX"
a1-ivp-m-073,Error,A1,I - UDS Initial Visit (new participants),GENOTHX,Missingness,GENOTHX conditionally blank,If Q4g. GENOTH (gender other) is blank then Q4g1. GENOTHX (gender other specify) must be blank,,"GENOTH, GENOTHX"
a1-ivp-m-076,Error,A1,I - UDS Initial Visit (new participants),GENMAN,Missingness,At least one gender must be checked,"At least one of the following variables must be equal to 1: Q4a. GENMAN, Q4b. GENWOMAN, Q4c. GENTRMAN, Q4d. GENTRWOMAN, Q4e. GENNONBI, Q4f. GENTWOSPIR, Q4g. GENOTH, Q4h. GENDKN, Q4i. GENNOANS",,"GENMAN, GENWOMAN, GENTRMAN, GENTRWOMAN, GENNONBI, GENTWOSPIR, GENOTH, GENDKN, GENNOANS"
a1-ivp-m-077,Error,A1,I - UDS Initial Visit (new participants),BIRTHSEX,Missingness,BIRTHSEX must be present,Q5. BIRTHSEX (sex at birth) cannot be blank,,
a1-ivp-m-079,Error,A1,I - UDS Initial Visit (new participants),INTERSEX,Missingness,INTERSEX must be present,Q6. INTERSEX (intersex) cannot be blank,,
a1-ivp-m-087,Error,A1,I - UDS Initial Visit (new participants),SEXORNOTHX,Missingness,SEXORNOTHX conditionally present,If Q7e. SEXORNOTH (sexual orientation other) is 1 then Q7e1. SEXORNOTHX (sexual orientation other specify) cannot be blank,,"SEXORNOTH, SEXORNOTHX"
a1-ivp-m-088,Error,A1,I - UDS Initial Visit (new participants),SEXORNOTHX,Missingness,SEXORNOTHX conditionally blank,If Q7e. SEXORNOTH (sexual orientation other) is blank then Q7e1. SEXORNOTHX (sexual orientation other specify) must be blank,,"SEXORNOTH, SEXORNOTHX"
a1-ivp-m-091,Error,A1,I - UDS Initial Visit (new participants),SEXORNGAY,Missingness,At least one sexual orientation must be checked,"At least one of the following variables must be equal to 1: Q7a. SEXORNGAY, Q7b. SEXORNHET, Q7c. SEXORNBI, Q7d. SEXORNTWOS, Q7e. SEXORNOTH, Q7f. SEXORNDNK, Q7g. SEXORNNOAN",,"SEXORNGAY,"
,,,,,,,,,"SEXORNHET,"
,,,,,,,,,"SEXORNBI,"
,,,,,,,,,"SEXORNTWOS,"
,,,,,,,,,"SEXORNOTH,"
,,,,,,,,,"SEXORNDNK,"
,,,,,,,,,SEXORNNOAN
a1-ivp-m-092,Error,A1,I - UDS Initial Visit (new participants),PREDOMLAN,Missingness,PREDOMLAN must be present,Q8. PREDOMLAN (predominant language) cannot be blank,,
a1-ivp-m-094,Error,A1,I - UDS Initial Visit (new participants),PREDOMLANX,Missingness,PREDOMLANX conditionally present,If Q8. PREDOMLAN (predominant language) is 8 then Q8a. PREDOMLANX (predominant language other) cannot be blank,,"PREDOMLAN, PREDOMLANX"
a1-ivp-m-095,Error,A1,I - UDS Initial Visit (new participants),PREDOMLANX,Missingness,PREDOMLANX conditionally blank,If Q8. PREDOMLAN (predominant language) is not 8 then Q8a. PREDOMLANX (predominant language other) must be blank,,"PREDOMLAN, PREDOMLANX"
a1-ivp-m-096,Error,A1,I - UDS Initial Visit (new participants),HANDED,Missingness,HANDED must be present,Q9. HANDED (right- or left-handed) cannot be blank,,
a1-ivp-m-098,Error,A1,I - UDS Initial Visit (new participants),EDUC,Missingness,EDUC must be present,Q10a. EDUC (years of education) cannot be blank,,
a1-ivp-m-100,Error,A1,I - UDS Initial Visit (new participants),LVLEDUC,Missingness,LVLEDUC must be present,Q10b. LVLVEDUC (level of education) cannot be blank,,
a1-ivp-m-102,Error,A1,I - UDS Initial Visit (new participants),MARISTAT,Missingness,MARISTAT must be present,Q11. MARISTAT (marital status) cannot be blank,,
a1-ivp-m-104,Error,A1,I - UDS Initial Visit (new participants),LIVSITUA,Missingness,LIVSITUA must be present,Q12. LIVSITUA (living situation) cannot be blank,,
a1-ivp-m-106,Error,A1,I - UDS Initial Visit (new participants),RESIDENC,Missingness,RESIDENC must be present,Q13. RESIDENC (type of residence) cannot be blank,,
a1-ivp-m-109,Error,A1,I - UDS Initial Visit (new participants),SERVED,Missingness,SERVED must be present,Q15. SERVED (served in armed forces) cannot be blank,,
a1-ivp-m-111,Error,A1,I - UDS Initial Visit (new participants),MEDVA,Missingness,MEDVA conditionally present,If Q15. SERVED (served in armed forces) is 1 then Q16. MEDVA (VA medical care) cannot be blank,,"SERVED, MEDVA"
a1-ivp-m-112,Error,A1,I - UDS Initial Visit (new participants),MEDVA,Missingness,MEDVA conditionally blank,If Q15. SERVED (served in armed forces) is 0 then Q16. MEDVA (VA medical care) must be blank,,"SERVED, MEDVA"
a1-ivp-m-114,Error,A1,I - UDS Initial Visit (new participants),EXRTIME,Missingness,EXRTIME must be present,Q17. EXRTIME (excercise time) cannot be blank,,
a1-ivp-m-116,Error,A1,I - UDS Initial Visit (new participants),MEMWORS,Missingness,MEMWORS must be present,Q18. MEMWORS (memory worsening) cannot be blank,,
a1-ivp-m-118,Error,A1,I - UDS Initial Visit (new participants),MEMTROUB,Missingness,MEMTROUB must be present,Q19. MEMTROUB (memory trouble) cannot be blank,,
a1-ivp-m-120,Error,A1,I - UDS Initial Visit (new participants),MEMTEN,Missingness,MEMTEN must be present,Q20. MEMTEN (memory past ten years) cannot be blank,,
a1-ivp-m-125,Error,A1,I - UDS Initial Visit (new participants),SOURCENW,Missingness,SOURCENW must be present,Q24. SOURCENW (ADRC enrollment) cannot be blank,,
a1-ivp-m-127,Error,A1,I - UDS Initial Visit (new participants),REFERSC,Missingness,REFERSC must be present,Q25. REFERSC (principal referral source) cannot be blank,,
a1-ivp-m-129,Error,A1,I - UDS Initial Visit (new participants),REFERSCX,Missingness,REFERSCX conditionally present,If Q25. REFERSC (principal referral source)=8 (Other) then Q25a. REFERSCX (principal referral source - other (specify)) cannot be blank,,"REFERSC, REFERSCX"
a1-ivp-m-130,Error,A1,I - UDS Initial Visit (new participants),REFERSCX,Missingness,REFERSCX conditionally blank,If Q25. REFERSC (principal referral source) ne 8 (Other) then Q25a. REFERSCX (principal referral source - other (specify)) must be blank,,"REFERSC, REFERSCX"
a1-ivp-m-131,Error,A1,I - UDS Initial Visit (new participants),REFLEARNED,Missingness,REFLEARNED conditionally present,If Q25. REFERSC (principal referral source) is 1 or 2 then Q26. REFLEARNED (self or nonprofessional referral) cannot be blank,,
