Error Code,Error Type,Form Name,Packet,Variable Name,Type of Check,Name of the Test,Full Test Description,List of form(s) compared in this test,List of variable(s) compared in this test
b3-fvp-m-120,Error,B3,F - UDS Follow-up Visit,TOTALUPDRS,Missingness,TOTALUPDRS conditionally blank,If Q0. PDNORMAL (UPDRS examination is normal) = 1 (Yes) then Q15. TOTALUPDRS (Total UPDRS Score) must be blank or 0,,"PDNORMAL, TOTALUPDRS"
b3-fvp-m-123,Error,B3,F - UDS Follow-up Visit,SPEECHX,Missingness,SPEECHX conditionally blank,If Q1. SPEECH (Speech) ne 8 (Untestable) then Q1a. SPEECHX (Untestable - Specify) must be blank,,"SPEECH, SPEECHX"
b3-fvp-m-124,Error,B3,F - UDS Follow-up Visit,FACEXPX,Missingness,FACEXPX conditionally blank,If Q2. FACEXP (Facial expression) ne 8 (Untestable) then Q2a. FACEXPX (Untestable - Specify) must be blank,,"FACEXP, FACEXPX"
b3-fvp-m-125,Error,B3,F - UDS Follow-up Visit,TRESTFAX,Missingness,TRESTFAX conditionally blank,If Q3a. TRESTFAC (Tremor at rest - face/lips/chin) ne 8 (Untestable) then Q3a1. TRESTFAX (Untestable - Specify) must be blank,,"TRESTFAC, TRESTFAX"
b3-fvp-m-126,Error,B3,F - UDS Follow-up Visit,TRESTRHX,Missingness,TRESTRHX conditionally blank,If Q3b. TRESTRHD (Tremor at rest - right hand) ne 8 (Untestable) then Q3b1. TRESTRHX (Untestable - Specify) must be blank,,"TRESTRHD, TRESTRHX"
b3-fvp-m-127,Error,B3,F - UDS Follow-up Visit,TRESTLHX,Missingness,TRESTLHX conditionally blank,If Q3c. TRESTLHD (Tremor at rest - left hand) ne 8 (Untestable) then Q3c1. TRESTLHX (Untestable - Specify) must be blank,,"TRESTLHD, TRESTLHX"
b3-fvp-m-128,Error,B3,F - UDS Follow-up Visit,TRESTRFX,Missingness,TRESTRFX conditionally blank,If Q3d. TRESTRFT (Tremor at rest - right foot) ne 8 (Untestable) then Q3d1. TRESTRFX (Untestable - Specify) must be blank,,"TRESTRFT, TRESTRFX"
b3-fvp-m-129,Error,B3,F - UDS Follow-up Visit,TRESTLFX,Missingness,TRESTLFX conditionally blank,If Q3e. TRESTLFT (Tremor at rest - left foot) ne 8 (Untestable) then Q3e1. TRESTLFX (Untestable - Specify) must be blank,,"TRESTLFT, TRESTLFX"
b3-fvp-m-130,Error,B3,F - UDS Follow-up Visit,TRACTRHX,Missingness,TRACTRHX conditionally blank,If Q4a. TRACTRHD (Action tremor - Right hand) ne 8 (Untestable) then Q4a1. TRACTRHX (Untestable - Specify) must be blank,,"TRACTRHD, TRACTRHX"
b3-fvp-m-131,Error,B3,F - UDS Follow-up Visit,TRACTLHX,Missingness,TRACTLHX conditionally blank,If Q4b. TRACTLHD (Action tremor - Left hand) ne 8 (Untestable) then Q4b1. TRACTLHX (Untestable - Specify) must be blank,,"TRACTLHD, TRACTLHX"
b3-fvp-m-132,Error,B3,F - UDS Follow-up Visit,RIGDNEX,Missingness,RIGDNEX conditionally blank,If Q5a. RIGDNECK (Rigidity - neck) ne 8 (Untestable) then Q5a1. RIGDNEX (Untestable - Specify) must be blank,,"RIGDNECK, RIGDNEX"
b3-fvp-m-133,Error,B3,F - UDS Follow-up Visit,RIGDUPRX,Missingness,RIGDUPRX conditionally blank,If Q5b. RIGDUPRT (Rigidity - right upper extremity) ne 8 (Untestable) then Q5b1. RIGDUPRX (Untestable - Specify) must be blank,,"RIGDUPRT, RIGDUPRX"
b3-fvp-m-134,Error,B3,F - UDS Follow-up Visit,RIGDUPLX,Missingness,RIGDUPLX conditionally blank,If Q5c. RIGDUPLF (Rigidity - left upper extremity) ne 8 (Untestable) then Q5c1. RIGDUPLX (Untestable - Specify) must be blank,,"RIGDUPLF, RIGDUPLX"
b3-fvp-m-135,Error,B3,F - UDS Follow-up Visit,RIGDLORX,Missingness,RIGDLORX conditionally blank,If Q5d. RIGDLORT (Rigidity - right lower extremity) ne 8 (Untestable) then Q5d1. RIGDLORX (Untestable - Specify) must be blank,,"RIGDLORT, RIGDLORX"
b3-fvp-m-136,Error,B3,F - UDS Follow-up Visit,RIGDLOLX,Missingness,RIGDLOLX conditionally blank,If Q5e. RIGDLOLF (Rigidity - left lower extremity) ne 8 (Untestable) then Q5e1. RIGDLOLX (Untestable - Specify) must be blank,,"RIGDLOLF, RIGDLOLX"
b3-fvp-m-137,Error,B3,F - UDS Follow-up Visit,TAPSRTX,Missingness,TAPSRTX conditionally blank,If Q6a. TAPSRT (Finger taps - right hand) ne 8 (Untestable) then Q6a1. TAPSRTX (Untestable - Specify) must be blank,,"TAPSRT, TAPSRTX"
b3-fvp-m-138,Error,B3,F - UDS Follow-up Visit,TAPSLFX,Missingness,TAPSLFX conditionally blank,If Q6b. TAPSLF (Finger taps - left hand) ne 8 (Untestable) then Q6b1. TAPSLFX (Untestable - Specify) must be blank,,"TAPSLF, TAPSLFX"
b3-fvp-m-139,Error,B3,F - UDS Follow-up Visit,HANDMVRX,Missingness,HANDMVRX conditionally blank,If Q7a. HANDMOVR (Hand movements - right hand) ne 8 (Untestable) then Q7a1. HANDMVRX (Untestable - Specify) must be blank,,"HANDMOVR, HANDMVRX"
b3-fvp-m-140,Error,B3,F - UDS Follow-up Visit,HANDMVLX,Missingness,HANDMVLX conditionally blank,If Q7b. HANDMOVL (Hand movements - left hand) ne 8 (Untestable) then Q7b1. HANDMVLX (Untestable - Specify) must be blank,,"HANDMOVL, HANDMVLX"
b3-fvp-m-141,Error,B3,F - UDS Follow-up Visit,HANDATRX,Missingness,HANDATRX conditionally blank,If Q8a. HANDALTR (Rapid alternating movement - right hand) ne 8 (Untestable) then Q8a1. HANDATRX (Untestable - Specify) must be blank,,"HANDALTR, HANDATRX"
b3-fvp-m-142,Error,B3,F - UDS Follow-up Visit,HANDATLX,Missingness,HANDATLX conditionally blank,If Q8b. HANDALTL (Rapid alternating movement - left hand) ne 8 (Untestable) then Q8b1. HANDATLX (Untestable - Specify) must be blank,,"HANDALTL, HANDATLX"
b3-fvp-m-143,Error,B3,F - UDS Follow-up Visit,LEGRTX,Missingness,LEGRTX conditionally blank,If Q9a. LEGRT (Leg agility - right leg) ne 8 (Untestable) then Q9a1. LEGRTX (Untestable - Specify) must be blank,,"LEGRT, LEGRTX"
b3-fvp-m-144,Error,B3,F - UDS Follow-up Visit,LEGLFX,Missingness,LEGLFX conditionally blank,If Q9b. LEGLF (Leg agility - left leg) ne 8 (Untestable) then Q9b1. LEGLFX (Untestable - Specify) must be blank,,"LEGLF, LEGLFX"
b3-fvp-m-145,Error,B3,F - UDS Follow-up Visit,ARISINGX,Missingness,ARISINGX conditionally blank,If Q10. ARISING (Arising from chair) ne 8 (Untestable) then Q10a. ARISINGX (Untestable - Specify) must be blank,,"ARISING, ARISINGX"
b3-fvp-m-146,Error,B3,F - UDS Follow-up Visit,POSTUREX,Missingness,POSTUREX conditionally blank,If Q11. POSTURE (Posture) ne 8 (Untestable) then Q11a. POSTUREX (Untestable - Specify) must be blank,,"POSTURE, POSTUREX"
b3-fvp-m-147,Error,B3,F - UDS Follow-up Visit,GAITX,Missingness,GAITX conditionally blank,If Q12. GAIT (Gait) ne 8 (Untestable) then Q12a. GAITX (Untestable - Specify) must be blank,,"GAIT, GAITX"
b3-fvp-m-148,Error,B3,F - UDS Follow-up Visit,POSSTABX,Missingness,POSSTABX conditionally blank,If Q13. POSSTAB (Posture stability) ne 8 (Untestable) then Q13a. POSSTABX (Untestable - Specify) must be blank,,"POSSTAB, POSSTABX"
b3-fvp-m-149,Error,B3,F - UDS Follow-up Visit,BRADYKIX,Missingness,BRADYKIX conditionally blank,If Q14. BRADYKIN (Bradykinesia/hypokinesia) ne 8 (Untestable) then Q14a. BRADYKIX (Untestable - Specify) must be blank,,"BRADYKIN, BRADYKIX"
b3-fvp-m-150,Error,B3,F - UDS Follow-up Visit,B3NOT,Missingness,B3NOT conditionally blank,"If Q0d. MODEB3 (B3 in person or not completed) = 1 (In-person) then Q0d2. B3NOT (If form was not submitted, specify reason) must be blank",,"MODEB3, B3NOT"
b3-fvp-p-1001,Alert,B3,F - UDS Follow-up Visit,SPEECH,Plausibility,SPEECH compared to APRAXSP,"If B8 Q4q. APRAXSP (Apraxia of speech) = 1 (present), then Q1. SPEECH (Speech) should not be 0 (Normal)","b3, b8","SPEECH, APRAXSP"
b3-fvp-p-1002,Alert,B3,F - UDS Follow-up Visit,FACEXP,Plausibility,FACEXP compared to MASKING,"If B8 Q3m. MASKING (Facial expression) = 1 (present), then Q2. FACEXP (Facial expression) should not be 0 (Normal)","b3, b8","FACEXP, MASKING"
b3-fvp-p-1008,Alert,B3,F - UDS Follow-up Visit,GAIT,Plausibility,"RIGDLORT, RIGDLOLF compared to GAIT","If Q5d. RIGDLORT (Rigidity - right lower extremity) or Q5e. RIGDLOLF (Rigidity - left lower extremity) = 4 (Severe - range of motion achieved with difficulty), then Q12. GAIT (gait) should not be 0 (Normal)",b3,"RIGDLORT, RIGDLOLF, GAIT"
b3-fvp-p-1009,Alert,B3,F - UDS Follow-up Visit,POSTURE,Plausibility,POSTURE compared to STOOPED,"If B8 Q3n. STOOPED (Stooped posture) = 1 (present), then Q11. POSTURE (Posture) should not be 0 (Normal)","b3, b8","STOOPED, POSTURE"
b3-fvp-p-1010,Alert,B3,F - UDS Follow-up Visit,GAIT,Plausibility,GAIT compared to GAITABN,"If B8 Q5. GAITABN (Gait) = 1 (present), then Q12. GAIT (Gait) should not be 0 (Normal)","b3, b8","GAIT, GAITABN"
b3-fvp-p-1011,Alert,B3,F - UDS Follow-up Visit,POSSTAB,Plausibility,POSSTAB compared to POSTINST,"If B8 Q3l. POSTINST (Postural instability) = 1 (present), then Q13. POSSTAB (Posture stability) should not be 0 (Normal)","b3, b8","POSSTAB, POSTINST"
b3-fvp-p-1012,Alert,B3,F - UDS Follow-up Visit,TOTALUPDRS,Plausibility,TOTALUPDRS = sum of subquestions,"If all of (SPEECH, FACEXP, TRESTFAC, TRESTRHD, TRESTLHD, TRESTRFT, TRESTLFT, TRACTRHD, TRACTLHD, RIGDNECK, RIGDUPRT, RIGDUPLF, RIGDLORT, RIGDLOLF, TAPSRT, TAPSLF, HANDMOVR, HANDMOVL, HANDALTR, HANDALTL, LEGRT, LEGLF, ARISING, POSTURE, GAIT, POSSTAB, BRADYKIN) ne 8, then TOTALUPDRS must = sum of SPEECH, FACEXP, TRESTFAC, TRESTRHD, TRESTLHD, TRESTRFT, TRESTLFT, TRACTRHD, TRACTLHD, RIGDNECK, RIGDUPRT, RIGDUPLF, RIGDLORT, RIGDLOLF, TAPSRT, TAPSLF, HANDMOVR, HANDMOVL, HANDALTR, HANDALTL, LEGRT, LEGLF, ARISING, POSTURE, GAIT, POSSTAB, BRADYKIN",b3,"TOTALUPDRS, SPEECH, FACEXP, TRESTFAC, TRESTRHD, TRESTLHD, TRESTRFT, TRESTLFT, TRACTRHD, TRACTLHD, RIGDNECK, RIGDUPRT, RIGDUPLF, RIGDLORT, RIGDLOLF, TAPSRT, TAPSLF, HANDMOVR, HANDMOVL, HANDALTR, HANDALTL, LEGRT, LEGLF, ARISING, POSTURE, GAIT, POSSTAB, BRADYKIN"
b4-fvp-c-002,Error,B4,F - UDS Follow-up Visit,FRMDATEB4,Conformity,FRMDATEB4 conforms,Q0a. FRMDATEB4 (B4 form date) must be a date formatted mm/dd/yyyy or yyyy/mm/dd,,
b4-fvp-c-004,Error,B4,F - UDS Follow-up Visit,LANGB4,Conformity,LANGB4 conforms,Q0c. LANGB4 (Language of B4 administration) must be an integer between 1-2,,
b4-fvp-c-006,Error,B4,F - UDS Follow-up Visit,MODEB4,Conformity,MODEB4 conforms,Q0d. MODEB4 (B4 in person or remote) must be an integer between 1-2,,
b4-fvp-c-009,Error,B4,F - UDS Follow-up Visit,RMREASB4,Conformity,RMREASB4 conforms,Q0d1. RMREASB4 (Reason for remote B4) must be an integer between 1 and 5,,
b4-fvp-c-012,Error,B4,F - UDS Follow-up Visit,RMMODEB4,Conformity,RMMODEB4 conforms,Q0d1a. RMMODEB4 (Mode of remote B4 administration) must be an integer between 1-2,,
b4-fvp-c-014,Error,B4,F - UDS Follow-up Visit,MEMORY,Conformity,MEMORY conforms,"Q1. MEMORY must be a number between 0 and 3, 99, or 0.5",,
b4-fvp-c-016,Error,B4,F - UDS Follow-up Visit,ORIENT,Conformity,ORIENT conforms,"Q2. ORIENT must be a number between 0 and 3,99, or 0.5",,
b4-fvp-c-018,Error,B4,F - UDS Follow-up Visit,JUDGMENT,Conformity,JUDGMENT conforms,"Q3. JUDGMENT must be a number between 0 and 3, 99, or 0.5",,
b4-fvp-c-020,Error,B4,F - UDS Follow-up Visit,COMMUN,Conformity,COMMUN conforms,"Q4. COMMUN must be a number between 0 and 3, 99, or 0.5",,
b4-fvp-c-022,Error,B4,F - UDS Follow-up Visit,HOMEHOBB,Conformity,HOMEHOBB conforms,"Q5. HOMEHOBB must be a number between 0 and 3, 99, or 0.5",,
b4-fvp-c-024,Error,B4,F - UDS Follow-up Visit,PERSCARE,Conformity,PERSCARE conforms,"Q6. PERSCAREmust be a number between 0 and 3, 99",,
b4-fvp-c-026,Error,B4,F - UDS Follow-up Visit,CDRSUM,Conformity,CDRSUM conforms,"Q7. CDRSUM (CDR sum of boxes) must be a number between 0-16, 17, 18, 99; cannot be 16.5 or 17.5",,
b4-fvp-c-028,Error,B4,F - UDS Follow-up Visit,CDRGLOB,Conformity,CDRGLOB conforms,"Q8. CDRGLOB (CDR global score) must be a number between 0 and 3, 99, or 0.5",,
b4-fvp-c-030,Error,B4,F - UDS Follow-up Visit,COMPORT,Conformity,COMPORT conforms,"Q9. COMPORT (Behavior, comportment and personality) must be a number between 0 and 3, 99, or 0.5",,
b4-fvp-c-032,Error,B4,F - UDS Follow-up Visit,CDRLANG,Conformity,CDRLANG conforms,"Q10. CDRLANG must be a number between 0 and 3, 99, or 0.5",,
b4-fvp-m-001,Error,B4,F - UDS Follow-up Visit,FRMDATEB4,Missingness,FRMDATEB4 must be present,Q0a. FRMDATEB4 (B4 form date) cannot be blank,,
b4-fvp-m-003,Error,B4,F - UDS Follow-up Visit,LANGB4,Missingness,LANGB4 must be present,Q0c. LANGB4 (Language of B4 administration) cannot be blank,,
b4-fvp-m-005,Error,B4,F - UDS Follow-up Visit,MODEB4,Missingness,MODEB4 must be present,Q0d. MODEB4 (B4 in person or remote) cannot be blank,,
b4-fvp-m-007,Error,B4,F - UDS Follow-up Visit,RMREASB4,Missingness,RMREASB4 conditionally present,If Q0d. MODEB4 (B4 in person or remote) = 2 (Remote) then Q0d1. RMREASB4 (Reason for remote B4) cannot be blank,,
b4-fvp-m-008,Error,B4,F - UDS Follow-up Visit,RMREASB4,Missingness,RMREASB4 conditionally blank,If Q0d. MODEB4 (B4 in person or remote) = 1 (In-person) then Q0d1. RMREASB4 (Reason for remote B4) must be blank,,
b4-fvp-m-010,Error,B4,F - UDS Follow-up Visit,RMMODEB4,Missingness,RMMODEB4 conditionally present,If Q0d. MODEB4 (B4 in person or remote) = 2 (Remote) then Q0d1a. RMMODEB4 (Mode of remote B4 administration) cannot be blank,,
b4-fvp-m-011,Error,B4,F - UDS Follow-up Visit,RMMODEB4,Missingness,RMMODEB4 conditionally blank,If Q0d. MODEB4 (B4 in person or remote) = 1 (In-person) then Q0d1a. RMMODEB4 (Mode of remote B4 administration) must be blank,,
b4-fvp-m-013,Error,B4,F - UDS Follow-up Visit,MEMORY,Missingness,MEMORY must be present,Q1. MEMORY cannot be blank,,
b4-fvp-m-015,Error,B4,F - UDS Follow-up Visit,ORIENT,Missingness,ORIENT must be present,Q2. ORIENT cannot be blank,,
b4-fvp-m-017,Error,B4,F - UDS Follow-up Visit,JUDGMENT,Missingness,JUDGMENT must be present,Q3. JUDGMENT cannot be blank,,
b4-fvp-m-019,Error,B4,F - UDS Follow-up Visit,COMMUN,Missingness,COMMUN must be present,Q4. COMMUN cannot be blank,,
b4-fvp-m-021,Error,B4,F - UDS Follow-up Visit,HOMEHOBB,Missingness,HOMEHOBB must be present,Q5. HOMEHOBB cannot be blank,,
b4-fvp-m-023,Error,B4,F - UDS Follow-up Visit,PERSCARE,Missingness,PERSCARE must be present,Q6. PERSCAREcannot be blank,,
b4-fvp-m-025,Error,B4,F - UDS Follow-up Visit,CDRSUM,Missingness,CDRSUM must be present,Q7. CDRSUM (CDR sum of boxes) cannot be blank,,
b4-fvp-m-027,Error,B4,F - UDS Follow-up Visit,CDRGLOB,Missingness,CDRGLOB must be present,Q8. CDRGLOB (CDR global score) cannot be blank,,
b4-fvp-m-029,Error,B4,F - UDS Follow-up Visit,COMPORT,Missingness,COMPORT must be present,"Q9. COMPORT (Behavior, comportment and personality) cannot be blank",,
b4-fvp-m-031,Error,B4,F - UDS Follow-up Visit,CDRLANG,Missingness,CDRLANG must be present,Q10. CDRLANG must be present,,
b4-fvp-p-1001,Error,B4,F - UDS Follow-up Visit,CDRSUM,Plausibility,"CDRSUM must be equal to the sum of MEMORY, ORIENT, JUDGMENT, COMMUN, HOMEHOBB, PERSCARE if subqestions are not 99","If all of Q1. MEMORY, Q2. ORIENT, Q3. JUDGMENT, Q4. COMMUN, Q5. HOMEHOBB, Q6. PERSCARE ne 99, Q7. CDRSUM (CDR sum of boxes) must be equal to the sum of Q1. MEMORY, Q2. ORIENT, Q3. JUDGMENT, Q4. COMMUN, Q5. HOMEHOBB, Q6. PERSCARE",,"CDRSUM, MEMORY, ORIENT, JUDGEMENT, COMMUN, HOMEHOBB, PERSCARE"
b4-fvp-p-1002,Error,B4,F - UDS Follow-up Visit,CDRSUM,Plausibility,"CDRSUM cannot have valid response if MEMORY, ORIENT, JUDGMENT, COMMUN, HOMEHOBB, or PERSCARE are missing (99)","If any of Q1. MEMORY, Q2. ORIENT, Q3. JUDGMENT, Q4. COMMUN, Q5. HOMEHOBB, Q6. PERSCARE are missing (99), then Q7. CDRSUM (CDR sum of boxes) must = 99",,"CDRSUM, MEMORY, ORIENT, JUDGEMENT, COMMUN, HOMEHOBB, PERSCARE"
b4-fvp-p-1003,Error,B4,F - UDS Follow-up Visit,CDRGLOB,Plausibility,"CDRGLOB cannot have valid response if MEMORY, ORIENT, JUDGMENT, COMMUN, HOMEHOBB, or PERSCARE are missing (99)","If any of Q1. MEMORY, Q2. ORIENT, Q3. JUDGMENT, Q4. COMMUN, Q5. HOMEHOBB, Q6. PERSCARE are missing (99), then Q8. CDRGLOB (CDR global score) must = 99",,"CDRGLOB, MEMORY, ORIENT, JUDGEMENT, COMMUN, HOMEHOBB, PERSCARE"
b4-fvp-p-1004,Alert,B4,F - UDS Follow-up Visit,CDRGLOB,Plausibility,C2 MOCTOTS aligns with CDRGLOB,If Form C2 Q1f. MOCATOTS (uncorrected MoCA total score) <4 then Q8. CDRGLOB (CDR global score) should not equal 0 or 0.5 (No or questionable impairment),"b4, c2","CDRGLOB, MOCATOTS"
b4-fvp-p-1005,Alert,B4,F - UDS Follow-up Visit,CDRGLOB,Plausibility,C2T MOCBTOTS aligns with CRDGLOB,If Form C2T Q1d. MOCBTOTS (uncorrected MoCA blind total score) <4 then Q8. CDRGLOB (CDR global score) should not equal 0 or 0.5 (No or questionable impairment),"b4, c2t","CDRGLOB, MOCBTOTS"
b4-fvp-p-1006,Alert,B4,F - UDS Follow-up Visit,CDRGLOB,Plausibility,DECCLCOG aligns with CDRGLOB,If Form B9 Q8. DECCLCOG (Impaired cognition per clinician) =0 (No) then B4 Q8. CDRGLOB (CDR global score) should not equal 2 or 3 (moderate or severe impairment),"b4, b9","CDRGLOB, DECCLCOG"
b4-fvp-p-1007,Alert,B4,F - UDS Follow-up Visit,CDRGLOB,Plausibility,DECCLCOG aligns with CDRGLOB,If Form B9 Q8. DECCLCOG (Impaired cognition per clinician) =1 (Yes) then B4 Q8. CDRGLOB (CDR global score) should not equal 0 (no impairment),"b4, b9","CDRGLOB, DECCLCOG"
b4-fvp-p-1008,Alert,B4,F - UDS Follow-up Visit,MEMORY,Plausibility,MEMORY aligns with COGMEM,If Form B9 Q9a. COGMEM (Memory)=0 then B4 Q1. MEMORY (Memory) should not equal 2 or 3 (moderate or severe impairment),"b4, b9","MEMORY, COGMEM"
b4-fvp-p-1009,Alert,B4,F - UDS Follow-up Visit,MEMORY,Plausibility,MEMORY aligns with COGMEM,If Form B9 Q9a. COGMEM (Memory) = 1 (Yes) then B4 Q1. MEMORY (Memory) should not equal 0 (No impairment),"b4, b9","MEMORY, COGMEM"
b4-fvp-p-1010,Alert,B4,F - UDS Follow-up Visit,ORIENT,Plausibility,ORIENT aligns with COGORI,If Form B9 Q9b. COGORI (Orientation) = 0 (No) then B4 Q2. ORIENT (Orientation) should not equal 2 or 3 (moderate or severe impairment),"b4, b9","ORIENT, COGORI"
b4-fvp-p-1011,Alert,B4,F - UDS Follow-up Visit,ORIENT,Plausibility,ORIENT aligns with COGORI,If Form B9 Q9b. COGORI (Orientation) = 1 (yes) then B4 Q2. ORIENT (Orientation) shoudl not equal 0 (No impairment),"b4, b9","ORIENT, COGORI"
b4-fvp-p-1012,Alert,B4,F - UDS Follow-up Visit,JUDGMENT,Plausibility,JUDGMENT aligns with COGJUDG,If Form B9 Q9c. COGJUDG (Executive function) = 0 (No) then B4 Q3. JUDGMENT (Judgment) should not equal 2 or 3 (moderate or severe impairment),"b4, b9","JUDGMENT, COGJUDG"
b4-fvp-p-1013,Alert,B4,F - UDS Follow-up Visit,JUDGMENT,Plausibility,JUDGMENT aligns with COGJUDG,If Form B9 Q9c. COGJUDG (Executive function) = 1 (yes) then B4 Q3. JUDGMENT (Judgment) should not equal 0 (No impairment),"b4, b9","JUDGMENT, COGJUDG"
b4-fvp-p-1014,Alert,B4,F - UDS Follow-up Visit,CDRGLOB,Plausibility,CDRGLOB aligns with DEMENTED,If Form D1a Q3. DEMENTED (Demented) = 1 (Yes) then B4 Q8. CDRGLOB (CDR global score) should not equal 0 or 0.5 (No or questionable impairment),"b4, d1a","CDRGLOB, DEMENTED"
b4-fvp-p-1015,Alert,B4,F - UDS Follow-up Visit,CDRGLOB,Plausibility,CDRGLOB aligns with NORMCOG,If Form D1a Q2. NORMCOG (Normal cognition) =1 (Yes) then B4 Q8. CDRGLOB (CDR global score) should equal 0,"b4, d1a","CDRGLOB, NORMCOG"
b4-fvp-p-1016,Alert,B4,F - UDS Follow-up Visit,CDRSUM,Plausibility,CDRGLOB aligns with NORMCOG,If Form D1a Q2. NORMCOG (Normal cognition)= 1 (Yes) then B4 Q7. CDRSUM (CDR sum of boxes) should be <= 5,"b4, d1a","CDRSUM, NORMCOG"
b4-fvp-p-1017,Alert,B4,F - UDS Follow-up Visit,CDRLANG,Plausibility,CDRLANG aligns with COGLANG,If Form B9 Q9d. COGLANG (Language) = 0 (no) then B4 Q10. CDRLANG (Language) should not equal 2 or 3 (moderate or severe impairment),"b4, b9","CDRLANG, COGLANG"
b4-fvp-p-1018,Alert,B4,F - UDS Follow-up Visit,CDRLANG,Plausibility,CDRLANG aligns with COGLANG,If Form B9 Q9d. COGLANG (Language) = 1 (yes) then B4 Q10. CDRLANG (Language) sould not equal 0 (No impairment),"b4, b9","CDRLANG, COGLANG"
b4-fvp-p-1019,Alert,B4,F - UDS Follow-up Visit,CDRGLOB,Plausibility,CDRGLOB compared to last visit,"If CDRGLOB != 99 and CDRGLOB[prev_vis] != 99, Q8. CDRGLOB (CDR global score) should not decrease by 1 or more points from the most recent visit","b4, b4[prev_vis]","CDRGLOB, CDRGLOB[prev_vis]"
b5-fvp-c-002,Error,B5,F - UDS Follow-up Visit,FRMDATEB5,Conformity,FRMDATEB5 conforms,Q0a. FRMDATEB5 (B5 form date) must be a date formatted mm/dd/yyyy or yyyy/mm/dd,,
b5-fvp-c-004,Error,B5,F - UDS Follow-up Visit,LANGB5,Conformity,LANGB5 conforms,Q0c. LANGB5 (Language of B5 administration) must be an integer between 1-2,,
b5-fvp-c-006,Error,B5,F - UDS Follow-up Visit,MODEB5,Conformity,MODEB5 conforms,"Q0d. MODEB5 (B5 in person, remote, or not completed) must be an integer between 0-2",,
b5-fvp-c-009,Error,B5,F - UDS Follow-up Visit,RMREASB5,Conformity,RMREASB5 conforms,Q0d1. RMREASB5 (Reason for remote B5) must be an integer between 1 and 5,,
b5-fvp-c-012,Error,B5,F - UDS Follow-up Visit,RMMODEB5,Conformity,RMMODEB5 conforms,Q0d1a. RMMODEB5 (Mode of remote B5 administration) must be an integer between 1-2,,
b5-fvp-c-014,Error,B5,F - UDS Follow-up Visit,B5NOT,Conformity,B5NOT conforms,"Q0d2. B5NOT (If form was not submitted, specify reason) must be an integer between 95-98",,
b5-fvp-c-016,Error,B5,F - UDS Follow-up Visit,NPIQINFX,Conformity,NPIQINFX conditionally present,If Q1. NPIQINF (NPI Co-participant) is 3 (Other) then Q1a. (Specify co-participant) cannot be blank.,,
b5-fvp-c-019,Error,B5,F - UDS Follow-up Visit,DEL,Conformity,DEL conforms,Q2a. DEL (delusions) must be an integer between 0 and 1 or 9.,,
b5-fvp-c-022,Error,B5,F - UDS Follow-up Visit,DELSEV,Conformity,DELSEV conforms,Q2b. DELSEV (delusion severity) must be an integer between 1 and 3 or 9.,,
b5-fvp-c-024,Error,B5,F - UDS Follow-up Visit,HALL,Conformity,HALL conforms,Q3a. HALL (hallucinations) must be an integer between 0 and 1 or 9.,,
b5-fvp-c-027,Error,B5,F - UDS Follow-up Visit,HALLSEV,Conformity,HALLSEV conforms,Q3b. HALLSEV (hallucination severity) must be an integer between 1 and 3 or 9.,,
b5-fvp-c-029,Error,B5,F - UDS Follow-up Visit,AGIT,Conformity,AGIT conforms,Q4a. AGIT (agitation/aggression) must be an integer between 0 and 1 or 9.,,
b5-fvp-c-032,Error,B5,F - UDS Follow-up Visit,AGITSEV,Conformity,AGITSEV conforms,Q4b. AGITSEV (agitation/aggression severity) must be an integer between 1 and 3 or 9.,,
b5-fvp-c-034,Error,B5,F - UDS Follow-up Visit,DEPD,Conformity,DEPD conforms,Q5a. DEPD (depression/dysphoria) must be an integer between 0 and 1 or 9.,,
b5-fvp-c-037,Error,B5,F - UDS Follow-up Visit,DEPDSEV,Conformity,DEPDSEV conforms,Q5b. DEPDSEV (depression/dysphoria severity) must be an integer between 1 and 3 or 9.,,
b5-fvp-c-039,Error,B5,F - UDS Follow-up Visit,ANX,Conformity,ANX conforms,Q6a. ANX (anxiety) must be an integer between 0 and 1 or 9.,,
b5-fvp-c-042,Error,B5,F - UDS Follow-up Visit,ANXSEV,Conformity,ANXSEV conforms,Q6b. ANXSEV (anxiety severity) must be an integer between 1 and 3 or 9.,,
b5-fvp-c-044,Error,B5,F - UDS Follow-up Visit,ELAT,Conformity,ELAT conforms,Q7a. ELAT (elation/euphoria) must be an integer between 0 and 1 or 9.,,
b5-fvp-c-047,Error,B5,F - UDS Follow-up Visit,ELATSEV,Conformity,ELATSEV conforms,Q7b. ELATSEV (elation/euphoria severity) must be an integer between 1 and 3 or 9.,,
b5-fvp-c-049,Error,B5,F - UDS Follow-up Visit,APA,Conformity,APA conforms,Q8a. APA (apathy/indifference) must be an integer between 0 and 1 or 9.,,
b5-fvp-c-052,Error,B5,F - UDS Follow-up Visit,APASEV,Conformity,APASEV conforms,Q8b. APASEV (apathy/indifference severity) must be an integer between 1 and 3 or 9.,,
b5-fvp-c-054,Error,B5,F - UDS Follow-up Visit,DISN,Conformity,DISN conforms,Q9a. DISN (disinhibition) must be an integer between 0 and 1 or 9.,,
b5-fvp-c-057,Error,B5,F - UDS Follow-up Visit,DISNSEV,Conformity,DISNSEV conforms,Q9b. DISNSEV (disinhibition severity) must be an integer between 1 and 3 or 9.,,
