Error Code,Error Type,Form Name,Packet,Variable Name,Type of Check,Name of the Test,Full Test Description,List of form(s) compared in this test,List of variable(s) compared in this test
a1-fvp-c-002,Error,A1,F - UDS Follow-up Visit,FRMDATEA1,Conformity,FRMDATEA1 conforms,Q0a. FRMDATEA1 (A1 form date) must be a date formatted mm/dd/yyyy or yyyy/mm/dd,,
a1-fvp-c-004,Error,A1,F - UDS Follow-up Visit,LANGA1,Conformity,LANGA1 conforms,Q0c. LANGA1 (Language of A1 administration) must be an integer between 1-2,,
a1-fvp-c-006,Error,A1,F - UDS Follow-up Visit,MODEA1,Conformity,MODEA1 conforms,Q0d. MODEA1 (A1 in person or remote) must be an integer between 1-2,,
a1-fvp-c-009,Error,A1,F - UDS Follow-up Visit,RMREASA1,Conformity,RMREASA1 conforms,Q0d1. RMREASA1 (Reason for remote A1) must be an integer between 1-5,,
a1-fvp-c-012,Error,A1,F - UDS Follow-up Visit,RMMODEA1,Conformity,RMMODEA1 conforms,Q0d1a. RMMODEA1 (Mode of remote A1 administration) must be an integer between 1-4,,
a1-fvp-c-014,Error,A1,F - UDS Follow-up Visit,ADMINA1,Conformity,ADMINA1 conforms,Q0e. ADMINA1 (A1 administration) must be an integer between 1-2,,
a1-fvp-c-015,Error,A1,F - UDS Follow-up Visit,GENMAN,Conformity,GENMAN conforms,Q1a. GENMAN (gender man) must be blank or 1,,
a1-fvp-c-016,Error,A1,F - UDS Follow-up Visit,GENWOMAN,Conformity,GENWOMAN conforms,Q1b. GENWOMAN (gender woman) must be blank or 1,,
a1-fvp-c-017,Error,A1,F - UDS Follow-up Visit,GENTRMAN,Conformity,GENTRMAN conforms,Q1c. GENTRMAN (gender transman) must be blank or 1,,
a1-fvp-c-018,Error,A1,F - UDS Follow-up Visit,GENTRWOMAN,Conformity,GENTRWOMAN conforms,Q1d. GENTRWOMAN (gender transwoman) must be blank or 1,,
a1-fvp-c-019,Error,A1,F - UDS Follow-up Visit,GENNONBI,Conformity,GENNONBI conforms,Q1e. GENNONBI (gender nonbinary) must be blank or 1,,
a1-fvp-c-020,Error,A1,F - UDS Follow-up Visit,GENTWOSPIR,Conformity,GENTWOSPIR conforms,Q1f. GENTWOSPIR (gender two spirit) must be blank or 1,,
a1-fvp-c-022,Error,A1,F - UDS Follow-up Visit,GENOTH,Conformity,GENOTH conforms,Q1g. GENOTH (gender other) must be blank or 1,,
a1-fvp-c-025,Error,A1,F - UDS Follow-up Visit,GENDKN,Conformity,GENDKN conforms,Q1h. GENDKN (gender do not know) must be blank or 1,,
a1-fvp-c-026,Error,A1,F - UDS Follow-up Visit,GENNOANS,Conformity,GENNOANS conforms,Q1i. GENNOANS (gender no answer) must be blank or 1,,
a1-fvp-c-028,Error,A1,F - UDS Follow-up Visit,SEXORNGAY,Conformity,SEXORNGAY conforms,Q2a. SEXORNGAY (sexual orientation gay) must be blank or 1,,
a1-fvp-c-029,Error,A1,F - UDS Follow-up Visit,SEXORNHET,Conformity,SEXORNHET conforms,Q2b. SEXORNHET (sexual orientation straight) must be blank or 1,,
a1-fvp-c-030,Error,A1,F - UDS Follow-up Visit,SEXORNBI,Conformity,SEXORNBI conforms,Q2c. SEXORNBI (sexual orientation bisexual) must be blank or 1,,
a1-fvp-c-031,Error,A1,F - UDS Follow-up Visit,SEXORNTWOS,Conformity,SEXORNTWOS conforms,Q2d. SEXORNTWOS (sexual orientation two spirit) must be blank or 1,,
a1-fvp-c-033,Error,A1,F - UDS Follow-up Visit,SEXORNOTH,Conformity,SEXORNOTH conforms,Q2e. SEXORNOTH (sexual orientation other) must be blank or 1,,
a1-fvp-c-036,Error,A1,F - UDS Follow-up Visit,SEXORNDNK,Conformity,SEXORNDNK conforms,Q2f. SEXORNDNK (sexual orientation unknown) must be blank or 1,,
a1-fvp-c-037,Error,A1,F - UDS Follow-up Visit,SEXORNNOAN,Conformity,SEXORNNOAN conforms,Q2g. SEXORNNOAN (sexual orientation no answer) must be blank or 1,,
a1-fvp-c-040,Error,A1,F - UDS Follow-up Visit,MARISTAT,Conformity,MARISTAT conforms,"Q3. MARISTAT (marital status) must be between 1 and 6, or 9",,
a1-fvp-c-042,Error,A1,F - UDS Follow-up Visit,LIVSITUA,Conformity,LIVSITUA conforms,"Q4. LIVSITUA (living situation) must be between 1 and 6, or 9",,
a1-fvp-c-044,Error,A1,F - UDS Follow-up Visit,RESIDENC,Conformity,RESIDENC conforms,"Q5. RESIDENC (type of residence) must be between 1 and 4, or =6 or =9",,
a1-fvp-c-045,Alert,A1,F - UDS Follow-up Visit,ZIP,Conformity,ZIP conforms,"Q6. ZIP (zip code) must be between 006 and 999, or blank",,
a1-fvp-c-047,Error,A1,F - UDS Follow-up Visit,MEDVA,Conformity,MEDVA conforms,"Q7. MEDVA (VA medical care) must be 0, 1, or 9",,
a1-fvp-c-049,Error,A1,F - UDS Follow-up Visit,EXRTIME,Conformity,EXRTIME conforms,"Q8. EXRTIME (excercise time) must be between 1 and 4, 8, or 9",,
a1-fvp-c-051,Error,A1,F - UDS Follow-up Visit,MEMWORS,Conformity,MEMWORS conforms,"Q9. MEMWORS (memory worsening) must be between 0 and 2, or 9",,
a1-fvp-c-053,Error,A1,F - UDS Follow-up Visit,MEMTROUB,Conformity,MEMTROUB conforms,"Q10. MEMTROUB (memory trouble) must be between 1 and 5, or 9",,
a1-fvp-c-055,Error,A1,F - UDS Follow-up Visit,MEMTEN,Conformity,MEMTEN conforms,"Q11. MEMTEN (memory past ten years) must be between 1 and 5, or 9",,
a1-fvp-c-056,Error,A1,F - UDS Follow-up Visit,ADISTATE,Conformity,ADISTATE conforms,"Q12. ADISTATE (ADI state-decile) must be between 1 and 10, or 884, 885, 886, or 887",,
a1-fvp-c-057,Error,A1,F - UDS Follow-up Visit,ADINAT,Conformity,ADINAT conforms,"Q13. ADINAT (ADI national percentile) must be between 1 and 100, or 884, 885, 886, or 887",,
a1-fvp-m-001,Error,A1,F - UDS Follow-up Visit,FRMDATEA1,Missingness,FRMDATEA1 must be present,Q0a. FRMDATEA1 (A1 form date) cannot be blank,,
a1-fvp-m-003,Error,A1,F - UDS Follow-up Visit,LANGA1,Missingness,LANGA1 must be present,Q0c. LANGA1 (Language of A1 administration) cannot be blank,,
a1-fvp-m-005,Error,A1,F - UDS Follow-up Visit,MODEA1,Missingness,MODEA1 must be present,Q0d. MODEA1 (A1 in person or remote) cannot be blank,,
a1-fvp-m-007,Error,A1,F - UDS Follow-up Visit,RMREASA1,Missingness,RMREASA1 conditionally present,If Q0d. MODEA1 (A1 in person or remote) = 2 (Remote) then Q0d1. RMREASA1 (Reason for remote A1) cannot be blank,,"MODEA1, RMREASA1"
a1-fvp-m-008,Error,A1,F - UDS Follow-up Visit,RMREASA1,Missingness,RMREASA1 conditionally absent,If Q0d. MODEA1 (A1 in person or remote) = 1 (In-person) then Q0d1. RMREASA1 (Reason for remote A1) must be blank,,"MODEA1, RMREASA1"
a1-fvp-m-010,Error,A1,F - UDS Follow-up Visit,RMMODEA1,Missingness,RMMODEA1 conditionally present,If Q0d. MODEA1 (A1 in person or remote) = 2 (Remote) then Q0d1a. RMMODEA1 (Mode of remote A1 administration) cannot be blank,,"MODEA1, RMMODEA1"
a1-fvp-m-011,Error,A1,F - UDS Follow-up Visit,RMMODEA1,Missingness,RMMODEA1 conditionally absent,If Q0d. MODEA1 (A1 in person or remote) = 1 (In-person) then Q0d1a. RMMODEA1 (Mode of remote A1 administration) must be blank,,"MODEA1, RMMODEA1"
a1-fvp-m-013,Error,A1,F - UDS Follow-up Visit,ADMINA1,Missingness,ADMINA1 must be present,Q0e. ADMINA1 (A1 administration) cannot be blank,,
a1-fvp-m-021,Error,A1,F - UDS Follow-up Visit,GENTWOSPIR,Missingness,GENTWOSPIR conditionally blank,If Form A1 IVP Q3c. RACEAIAN (race native american) is blank then Form A1 FVP Q1f. GENTWOSPIR (gender two spirit) must be blank,,"GENTWOSPIR, RACEAIAN[udsv4_ivp]"
a1-fvp-m-023,Error,A1,F - UDS Follow-up Visit,GENOTHX,Missingness,GENOTHX conditionally present,If Q1g. GENOTH (gender other) is 1 then Q1g1. GENOTHX (gender other specify) cannot be blank,,"GENOTH, GENOTHX"
a1-fvp-m-024,Error,A1,F - UDS Follow-up Visit,GENOTHX,Missingness,GENOTHX conditionally blank,If Q1g. GENOTH (gender other) is blank then Q1g1. GENOTHX (gender other specify) must be blank,,"GENOTH, GENOTHX"
a1-fvp-m-027,Error,A1,F - UDS Follow-up Visit,GENMAN,Missingness,At least one gender must be checked,"At least one of the following variables must be equal to 1: Q1a. GENMAN, Q1b. GENWOMAN, Q1c. GENTRMAN, Q1d. GENTRWOMAN, Q1e. GENNONBI, Q1f. GENTWOSPIR, Q1g. GENOTH, Q1h. GENDKN, Q1i. GENNOANS",,"GENMAN, GENWOMAN, GENTRMAN, GENTRWOMAN, GENNONBI, GENTWOSPIR, GENOTH, GENDKN, GENNOANS"
a1-fvp-m-032,Error,A1,F - UDS Follow-up Visit,SEXORNTWOS,Missingness,SEXORNTWOS conditionally blank,If Form A1 IVP Q3c. RACEAIAN (race native american) is blank then Form A1 FVP Q2d. SEXORNTWOS (sexual orientation two spirit) must be blank,,"RACEAIAN[udsv4_ivp], SEXORNTWOS"
a1-fvp-m-034,Error,A1,F - UDS Follow-up Visit,SEXORNOTHX,Missingness,SEXORNOTHX conditionally present,If Q2e. SEXORNOTH (sexual orientation other) is 1 then Q2e1. SEXORNOTHX (sexual orientation other specify) cannot be blank,,"SEXORNOTH, SEXORNOTHX"
a1-fvp-m-035,Error,A1,F - UDS Follow-up Visit,SEXORNOTHX,Missingness,SEXORNOTHX conditionally blank,If Q2e. SEXORNOTH (sexual orientation other) is blank then Q2e1. SEXORNOTHX (sexual orientation other specify) must be blank,,"SEXORNOTH, SEXORNOTHX"
a1-fvp-m-038,Error,A1,F - UDS Follow-up Visit,SEXORNGAY,Missingness,At least one sexual orientation must be checked,"At least one of the following variables must be equal to 1: Q2a. SEXORNGAY, Q2b. SEXORNHET, Q2c. SEXORNBI, Q2d. SEXORNTWOS, Q2e. SEXORNOTH, Q2f. SEXORNDNK, Q2g. SEXORNNOAN",,"SEXORNGAY,"
,,,,,,,,,"SEXORNHET,"
,,,,,,,,,"SEXORNBI,"
,,,,,,,,,"SEXORNTWOS,"
,,,,,,,,,"SEXORNOTH,"
,,,,,,,,,"SEXORNDNK,"
,,,,,,,,,SEXORNNOAN
a1-fvp-m-039,Error,A1,F - UDS Follow-up Visit,MARISTAT,Missingness,MARISTAT must be present,Q3. MARISTAT (marital status) cannot be blank,,
a1-fvp-m-041,Error,A1,F - UDS Follow-up Visit,LIVSITUA,Missingness,LIVSITUA must be present,Q4. LIVSITUA (living situation) cannot be blank,,
a1-fvp-m-043,Error,A1,F - UDS Follow-up Visit,RESIDENC,Missingness,RESIDENC must be present,Q5. RESIDENC (type of residence) cannot be blank,,
a1-fvp-m-046,Error,A1,F - UDS Follow-up Visit,MEDVA,Missingness,MEDVA must be present,Q7. MEDVA (VA medical care) cannot be blank,,
a1-fvp-m-048,Error,A1,F - UDS Follow-up Visit,EXRTIME,Missingness,EXRTIME must be present,Q8. EXRTIME (excercise time) cannot be blank,,
a1-fvp-m-050,Error,A1,F - UDS Follow-up Visit,MEMWORS,Missingness,MEMWORS must be present,Q9. MEMWORS (memory worsening) cannot be blank,,
a1-fvp-m-052,Error,A1,F - UDS Follow-up Visit,MEMTROUB,Missingness,MEMTROUB must be present,Q10. MEMTROUB (memory trouble) cannot be blank,,
a1-fvp-m-054,Error,A1,F - UDS Follow-up Visit,MEMTEN,Missingness,MEMTEN must be present,Q11. MEMTEN (memory past ten years) cannot be blank,,
a1-fvp-p-1001,Alert,A1,F - UDS Follow-up Visit,GENDKN,Plausibility,"If one gender is known, cannot check Don't know","If Q1a. GENMAN, Q1b. GENWOMAN, Q1c. GENTRMAN, Q1d. GENTRWOMAN, Q1e. GENNONBI, Q1f. GENTWOSPIR, Q1g. GENOTH, or Q1i. GENNOANS=1 then Q1h. GENDKN cannot equal 1",,"GENMAN,"
,,,,,,,,,"GENWOMAN,"
,,,,,,,,,"GENTRMAN,"
,,,,,,,,,"GENTRWOMAN, GENNONBI,"
,,,,,,,,,"GENTWOSPIR,"
,,,,,,,,,"GENOTH,"
,,,,,,,,,"GENDKN,"
,,,,,,,,,GENNOANS
a1-fvp-p-1002,Alert,A1,F - UDS Follow-up Visit,GENNOANS,Plausibility,"If one gender is known, cannot check No answer","If Q1a. GENMAN, Q1b. GENWOMAN, Q1c. GENTRMAN, Q1d. GENTRWOMAN, Q1e. GENNONBI, Q1f. GENTWOSPIR, Q1g. GENOTH, or Q1h. GENDKN=1 then Q1i. GENNOANS cannot equal 1",,"GENMAN,"
,,,,,,,,,"GENWOMAN,"
,,,,,,,,,"GENTRMAN,"
,,,,,,,,,"GENTRWOMAN, GENNONBI,"
,,,,,,,,,"GENTWOSPIR,"
,,,,,,,,,"GENOTH,"
,,,,,,,,,"GENDKN,"
,,,,,,,,,GENNOANS
a1-fvp-p-1003,Alert,A1,F - UDS Follow-up Visit,SEXORNDNK,Plausibility,"If one sexual orientation is known, cannot check Don't know","If Q2a. SEXORNGAY, Q2b. SEXORNHET, Q2c. SEXORNBI, Q2d. SEXORNTWOS, Q2e. SEXORNOTH, or Q2g. SEXORNNOAN=1 then Q2f. SEXORNDNK cannot equal 1",,"SEXORNGAY,"
,,,,,,,,,"SEXORNHET,"
,,,,,,,,,"SEXORNBI,"
,,,,,,,,,"SEXORNTWOS,"
,,,,,,,,,"SEXORNOTH,"
,,,,,,,,,"SEXORNDNK,"
,,,,,,,,,SEXORNNOAN
a1-fvp-p-1004,Alert,A1,F - UDS Follow-up Visit,SEXORNNOAN,Plausibility,"If one sexual orientation is known, cannot check No answer","If Q2a. SEXORNGAY, Q2b. SEXORNHET, Q2c. SEXORNBI, Q2d. SEXORNTWOS, Q2e. SEXORNOTH, or Q2f. SEXORNDNK=1 then Q2g. SEXORNNOAN cannot equal 1",,"SEXORNGAY,"
,,,,,,,,,"SEXORNHET,"
,,,,,,,,,"SEXORNBI,"
,,,,,,,,,"SEXORNTWOS,"
,,,,,,,,,"SEXORNOTH,"
,,,,,,,,,"SEXORNDNK,"
,,,,,,,,,SEXORNNOAN
a1-fvp-p-1005,Alert,A1,F - UDS Follow-up Visit,MEDVA,Plausibility,VA care aligns across visits,"If Q7. MEDVA (VA medical care) = 1 (Yes) at previous visit, then Q7. MEDVA (VA medical care) should not equal 0 (No)","a1,a1[prev_vis]",MEDVA
a1-fvp-p-1006,Alert,A1,F - UDS Follow-up Visit,LIVSITUA,Plausibility,Living situation aligns with marital status,If Q3. MARISTAT (Marital status)= 2 or 5 (Widowed or Never married) then Q4. LIVSITUA (Living situation) should not equal 2 (Lives with spouse or partner),,"MARISTAT, LIVSITUA"
a1-fvp-p-1007,Alert,A1,F - UDS Follow-up Visit,LIVSITUA,Plausibility,Living situation aligns with marital status,"If Q3. MARISTAT (Marital status) in (1,6) (Married or living as married) then Q4. LIVSITUA (Living situation) should equal 2 (Lives with spouse or partner)",,"MARISTAT, LIVSITUA"
a1-fvp-p-1008,Alert,A1,F - UDS Follow-up Visit,RESIDENC,Plausibility,Primary residence aligns with living situation,"If Q4. LIVSITUA (Living situation) =1 (Lives alone) then Q5. (Primary residence) should not equal 4 (skilled nursing facility, nursing home, hospital, or hospice)",,"LIVSITUA,"
,,,,,,,,,RESIDENC
a1-fvp-p-1009,Alert,A1,F - UDS Follow-up Visit,RESIDENC,Plausibility,Primary residence aligns with living situation,"If Q4. LIVSITUA (Living situation) =6 (Live in group home (e.g., assisted living, nursing home, convent)) then Q5. (Primary residence) should not equal 1 (Single- or multi-family private residence)",,"LIVSITUA,"
,,,,,,,,,RESIDENC
a1-fvp-p-1010,Alert,A1,F - UDS Follow-up Visit,RESIDENC,Plausibility,Primary residence aligns with living situation,"If Q4. LIVSITUA (Living situation) ne 6 (Live in group home (e.g., assisted living, nursing home, convent)) then Q5. RESIDENC (Primary residence) should not equal 3or 4 (Assisted living or skilled nursing facility, nursing home, hospital, or hospice)",,"LIVSITUA,"
,,,,,,,,,RESIDENC
a1-fvp-p-1011,Alert,A1,F - UDS Follow-up Visit,MARISTAT,Plausibility,Martial status aligns across visits,"If Q3. MARISTAT in (1,2,3,4) (Married, widowed, divorced, or separated) at previous visit then Q3. MARISTAT should not equal 5 (never married)","a1,a1[prev_vis]",MARISTAT
a1-fvp-p-1012,Alert,A1,F - UDS Follow-up Visit,LIVSITUA,Plausibility,LIVSITUA co-participant living situation INLIVWTH,"IF Form A2 Q0d. MODEA2 !=0 (Form completed) and (Form A2, Q2. INRELTO (relationship to participant)=1 (spouse, partner, companion) and Form A2, Q4. INLIVWTH (lives with participant?)=1 (yes)), then Q4. LIVSITUA (participant's living situation) should equal 2 (lives with one other person: spouse or partner)","a1, a2","INRELTO, INLIVWTH, LIVSITUA, MODEA2"
a1-fvp-p-1013,Alert,A1,F - UDS Follow-up Visit,LIVSITUA,Plausibility,LIVSITUA co-participant living situation INLIVWTH,"IF Form A2 Q0d. MODEA2 !=0 (Form completed) and (Form A2, Q2. INRELTO (relationship to participant)=1 (spouse, partner, companion) and Form A2, Q4. INLIVWTH (lives with participant?)=0 (no)), then Q4. LIVSITUA (participant's living situation) cannot equal 2 (lives with one other person: spouse or partner)","a1, a2","INRELTO, INLIVWTH, LIVSITUA, MODEA2"
a1a-fvp-c-002,Error,A1a,F - UDS Follow-up Visit,OWNSCAR,Conformity,OWNSCAR must conform,Q1. OWNSCAR (Owns a car?) must be an integer between 0 and 1 or 8,,
a1a-fvp-c-004,Error,A1a,F - UDS Follow-up Visit,TRSPACCESS,Conformity,TRSPACCESS must conform,Q2. TRSPACCESS (Access to transportation?) must be an integer between 0 and 1 or 8,,
a1a-fvp-c-006,Error,A1a,F - UDS Follow-up Visit,TRANSPROB,Conformity,TRANSPROB must conform,Q3. TRANSPROB (Transportation problems in past month?) must be an integer between 1 and 3 or 8,,
a1a-fvp-c-008,Error,A1a,F - UDS Follow-up Visit,TRANSWORRY,Conformity,TRANSWORRY must conform,Q4. TRANSWORRY (Transportation worries in past month?) must be an integer between 1 and 3 or 8,,
a1a-fvp-c-012,Error,A1a,F - UDS Follow-up Visit,TRSPMED,Conformity,TRSPMED must conform,Q5. TRSPMED (Lack of transportation caused missed medical appointments?) must be an integer between 1 and 3 or 8,,
a1a-fvp-c-014,Error,A1a,F - UDS Follow-up Visit,INCOMEYR,Conformity,INCOMEYR must conform,Q6. INCOMEYR (Household income for past year?) must be an integer between 1-4 or 8-9,,
a1a-fvp-c-016,Error,A1a,F - UDS Follow-up Visit,FINSATIS,Conformity,FINSATIS must conform,Q7. FINSATIS (Satisfaction with personal finances?) must be an integer between 1 and 5 or =8,,
a1a-fvp-c-018,Error,A1a,F - UDS Follow-up Visit,BILLPAY,Conformity,BILLPAY must conform,Q8. BILLPAY (Difficulty with monthly payments?) must be an integer between 1 and 5 or =8,,
a1a-fvp-c-020,Error,A1a,F - UDS Follow-up Visit,FINUPSET,Conformity,FINUPSET must conform,Q9. FINUPSET (Upset with finances in past month?) must be an integer between 1 and 4 or 8,,
a1a-fvp-c-022,Error,A1a,F - UDS Follow-up Visit,EATLESS,Conformity,EATLESS must conform,Q10. EATLESS (Eaten less food because of money?) must be an integer between 0 and 1 or 8,,
a1a-fvp-c-024,Error,A1a,F - UDS Follow-up Visit,EATLESSYR,Conformity,EATLESSYR must conform,Q10. EATLESSYR (Eaten less food because of money in past year?) must be an integer between 0 and 1 or 8,,
a1a-fvp-c-026,Error,A1a,F - UDS Follow-up Visit,LESSMEDS,Conformity,LESSMEDS must conform,Q12. LESSMEDS (Taken less medication because of money?) must be an integer between 0 and 1 or 8,,
a1a-fvp-c-028,Error,A1a,F - UDS Follow-up Visit,LESSMEDSYR,Conformity,LESSMEDSYR must conform,Q12. LESSMEDSYR (Taken less medication because of money in past year?) must be an integer between 0 and 1 or 8,,
a1a-fvp-c-030,Error,A1a,F - UDS Follow-up Visit,COMPCOMM,Conformity,COMPCOMM must conform,"Q14. COMPCOMM (How does participant compare to community?) must be an integer between 1 and 10, or 88",,
a1a-fvp-c-036,Error,A1a,F - UDS Follow-up Visit,GUARDEDU,Conformity,GUARDEDU must conform,Q15. GUARDEDU (Mother or primary guardian's level of education?) must be an integer between 1 and 6 or 8-9,,
a1a-fvp-c-049,Error,A1a,F - UDS Follow-up Visit,EMPTINESS,Conformity,EMPTINESS must conform,Q16. EMPTINESS (Feel emptiness?) must be an integer between 1 and 5 or = 8,,
a1a-fvp-c-051,Error,A1a,F - UDS Follow-up Visit,MISSPEOPLE,Conformity,MISSPEOPLE must conform,Q17. MISSPEOPLE (Misses people?) must be an integer between 1 and 5 or = 8,,
a1a-fvp-c-053,Error,A1a,F - UDS Follow-up Visit,FRIENDS,Conformity,FRIENDS must conform,Q18. FRIENDS (Doesn't have enough friends?) must be an integer between 1 and 5 or = 8,,
a1a-fvp-c-055,Error,A1a,F - UDS Follow-up Visit,ABANDONED,Conformity,ABANDONED must conform,Q19. ABANDONED (Feels abandoned?) must be an integer between 1 and 5 or = 8,,
a1a-fvp-c-057,Error,A1a,F - UDS Follow-up Visit,CLOSEFRND,Conformity,CLOSEFRND must conform,Q20. CLOSEFRND (Misses having close friends?) must be an integer between 1 and 5 or = 8,,
a1a-fvp-c-059,Error,A1a,F - UDS Follow-up Visit,PARENTCOMM,Conformity,PARENTCOMM must conform,Q21. PARENTCOMM (Frequency of communication with parents?) must be an integer between 0 and 5 or = 8,,
a1a-fvp-c-061,Error,A1a,F - UDS Follow-up Visit,CHILDCOMM,Conformity,CHILDCOMM must conform,Q22. CHILDCOMM (Frequency of communication with children?) must be an integer between 0 and 5 or = 8,,
a1a-fvp-c-063,Error,A1a,F - UDS Follow-up Visit,FRIENDCOMM,Conformity,FRIENDCOMM must conform,Q23. FRIENDCOMM (Frequency of communication with friends?) must be an integer between 0 and 5 or = 8,,
a1a-fvp-c-065,Error,A1a,F - UDS Follow-up Visit,PARTICIPATE,Conformity,PARTICIPATE must conform,Q24. PARTICIPATE (Frequency of participation in activities?) must be an integer between 0 and 5 or = 8,,
a1a-fvp-c-067,Error,A1a,F - UDS Follow-up Visit,SAFEHOME,Conformity,SAFEHOME must conform,Q25a. SAFEHOME (How safe you feel at home?) must be an integer between 1-4 or = 8,,
a1a-fvp-c-069,Error,A1a,F - UDS Follow-up Visit,SAFECOMM,Conformity,SAFECOMM must conform,Q25b. SAFECOMM (How safe you feel in community?) must be an integer between 1-4 or = 8,,
a1a-fvp-c-071,Error,A1a,F - UDS Follow-up Visit,DELAYMED,Conformity,DELAYMED must conform,Q26. DELAYMED (Delay seeking medical attention in past year?) must be an integer between 1 and 5 or =8,,
a1a-fvp-c-073,Error,A1a,F - UDS Follow-up Visit,SCRIPTPROB,Conformity,SCRIPTPROB must conform,Q27. SCRIPTPROB (Challenges with prescription fills in past year?) must be an integer between 1 and 5 or =8,,
a1a-fvp-c-075,Error,A1a,F - UDS Follow-up Visit,MISSEDFUP,Conformity,MISSEDFUP must conform,Q28. MISSEDFUP (Missed follow-up in past year?) must be an integer between 1 and 5 or =8,,
a1a-fvp-c-077,Error,A1a,F - UDS Follow-up Visit,DOCADVICE,Conformity,DOCADVICE must conform,Q29. DOCADVICE (Followed doctor's advice in past year?) must be an integer between 1 and 5 or =8,,
a1a-fvp-c-079,Error,A1a,F - UDS Follow-up Visit,HEALTHACC,Conformity,HEALTHACC conforms,"Q30. HEALTHACC (healthcare access) must be an integer between 1 and 4, or = 8 (Prefer not to answer)",,
a1a-fvp-c-081,Error,A1a,F - UDS Follow-up Visit,LESSCOURT,Conformity,LESSCOURT conforms,Q31. LESSCOURT (Treated with less courtesy than others?) must be an integer between 1-6 or = 8,,
a1a-fvp-c-083,Error,A1a,F - UDS Follow-up Visit,POORSERV,Conformity,POORSERV conforms,Q32. POORSERV (Receive poorer service than others?) must be an integer between 1-6 or = 8,,
a1a-fvp-c-085,Error,A1a,F - UDS Follow-up Visit,NOTSMART,Conformity,NOTSMART conforms,Q33. NOTSMART (Treated like you aren't smart?) must be an integer between 1-6 or = 8,,
a1a-fvp-c-087,Error,A1a,F - UDS Follow-up Visit,ACTAFRAID,Conformity,ACTAFRAID conforms,Q34. ACTAFRAID (People act afraid of you?) must be an integer between 1-6 or = 8,,
a1a-fvp-c-089,Error,A1a,F - UDS Follow-up Visit,THREATENED,Conformity,THREATENED conforms,Q35. THREATENED (Are you often threatened?) must be an integer between 1-6 or = 8,,
a1a-fvp-c-091,Error,A1a,F - UDS Follow-up Visit,POORMEDTRT,Conformity,POORMEDTRT must conform,Q36. POORMEDTRT (Poor medical treatment compared to others?) must be an integer between 1 and 5 or =8,,
a1a-fvp-c-093,Error,A1a,F - UDS Follow-up Visit,EXPANCEST,Conformity,EXPANCEST conforms,Q37a1. EXPANCEST (main reason ancestry) must be blank or 1,,
a1a-fvp-c-094,Error,A1a,F - UDS Follow-up Visit,EXPGENDER,Conformity,EXPGENDER conforms,Q37a2. EXPGENDER (main reason gender) must be blank or 1,,
a1a-fvp-c-095,Error,A1a,F - UDS Follow-up Visit,EXPRACE,Conformity,EXPRACE conforms,Q37a3. EXPRACE (main reason race) must be blank or 1,,
a1a-fvp-c-096,Error,A1a,F - UDS Follow-up Visit,EXPAGE,Conformity,EXPAGE conforms,Q37a4. EXPAGE (main reason age) must be blank or 1,,
a1a-fvp-c-097,Error,A1a,F - UDS Follow-up Visit,EXPRELIG,Conformity,EXPRELIG conforms,Q37a5. EXPRELIG (main reason religion) must be blank or 1,,
a1a-fvp-c-098,Error,A1a,F - UDS Follow-up Visit,EXPHEIGHT,Conformity,EXPHEIGHT conforms,Q37a6. EXPHEIGHT (main reason height) must be blank or 1,,
a1a-fvp-c-099,Error,A1a,F - UDS Follow-up Visit,EXPWEIGHT,Conformity,EXPWEIGHT conforms,Q37a7. EXPWEIGHT (main reason weight) must be blank or 1,,
a1a-fvp-c-100,Error,A1a,F - UDS Follow-up Visit,EXPAPPEAR,Conformity,EXPAPPEAR conforms,Q37a8. EXPAPPEAR (main reason appearance) must be blank or 1,,
a1a-fvp-c-101,Error,A1a,F - UDS Follow-up Visit,EXPSEXORN,Conformity,EXPSEXORN conforms,Q37a9. EXPSEXORN (main reason sexual orientation) must be blank or 1,,
a1a-fvp-c-102,Error,A1a,F - UDS Follow-up Visit,EXPEDUCINC,Conformity,EXPEDUCINC conforms,Q37a10. EXPEDUCINC (main reason education/income) must be blank or 1,,
a1a-fvp-c-103,Error,A1a,F - UDS Follow-up Visit,EXPDISAB,Conformity,EXPDISAB conforms,Q37a11. EXPDISAB (main reason physical disability) must be blank or 1,,
a1a-fvp-c-104,Error,A1a,F - UDS Follow-up Visit,EXPSKIN,Conformity,EXPSKIN conforms,Q37a12. EXPSKIN (main reason skin shade) must be blank or 1,,
a1a-fvp-c-105,Error,A1a,F - UDS Follow-up Visit,EXPOTHER,Conformity,EXPOTHER conforms,Q37a13. EXPOTHER (main reason other) must be blank or 1,,
a1a-fvp-c-106,Error,A1a,F - UDS Follow-up Visit,EXPNOTAPP,Conformity,EXPNOTAPP conforms,Q37a14. EXPNOTAPP (main reason not applicable) must be blank or 1,,
a1a-fvp-c-107,Error,A1a,F - UDS Follow-up Visit,EXPNOANS,Conformity,EXPNOANS conforms,Q37a15. EXPNOANS (main reason no answer) must be blank or 1,,
a1a-fvp-c-109,Error,A1a,F - UDS Follow-up Visit,EXPSTRS,Conformity,EXPSTRS conforms,Q38. EXPSTRS (How stressful have the experiences above been?) must be an integer between 1-3 or 8-9,,
